round,train_acc,eval_acc_clean
1,0.1120000034570694,0.164000004529953
2,0.12399999797344208,0.14800000190734863
3,0.10400000214576721,0.18400000035762787
4,0.1120000034570694,0.19599999487400055
5,0.14000000059604645,0.21199999749660492
6,0.12800000607967377,0.17599999904632568
7,0.11999999731779099,0.19599999487400055
8,0.13600000739097595,0.18400000035762787
9,0.14800000190734863,0.18799999356269836
10,0.12399999797344208,0.23199999332427979
11,0.15600000321865082,0.2840000092983246
12,0.1679999977350235,0.2639999985694885
13,0.18000000715255737,0.2720000147819519
14,0.18400000035762787,0.2759999930858612
15,0.19599999487400055,0.3160000145435333
16,0.2240000069141388,0.3400000035762787
17,0.18799999356269836,0.2720000147819519
18,0.20000000298023224,0.24400000274181366
19,0.20800000429153442,0.2800000011920929
20,0.1720000058412552,0.20800000429153442
21,0.19200000166893005,0.3479999899864197
22,0.23600000143051147,0.2759999930858612
23,0.19599999487400055,0.3319999873638153
24,0.20000000298023224,0.3160000145435333
25,0.2160000056028366,0.2759999930858612
26,0.23199999332427979,0.36800000071525574
27,0.23600000143051147,0.2759999930858612
28,0.23999999463558197,0.35600000619888306
29,0.25200000405311584,0.36399999260902405
30,0.2639999985694885,0.3240000009536743
31,0.24400000274181366,0.335999995470047
32,0.25200000405311584,0.30399999022483826
33,0.2240000069141388,0.35199999809265137
34,0.23199999332427979,0.335999995470047
35,0.2680000066757202,0.40400001406669617
36,0.2639999985694885,0.335999995470047
37,0.25200000405311584,0.3440000116825104
38,0.30399999022483826,0.3919999897480011
39,0.2759999930858612,0.35199999809265137
40,0.2720000147819519,0.30000001192092896
41,0.31200000643730164,0.328000009059906
42,0.2840000092983246,0.3880000114440918
43,0.25600001215934753,0.36000001430511475
44,0.30000001192092896,0.335999995470047
45,0.3160000145435333,0.36000001430511475
46,0.2840000092983246,0.328000009059906
47,0.2919999957084656,0.3880000114440918
48,0.30399999022483826,0.3840000033378601
49,0.2639999985694885,0.3400000035762787
50,0.36000001430511475,0.4399999976158142
51,0.29600000381469727,0.3479999899864197
52,0.2879999876022339,0.3440000116825104
53,0.3319999873638153,0.36399999260902405
54,0.3240000009536743,0.37599998712539673
55,0.3400000035762787,0.3799999952316284
56,0.328000009059906,0.3880000114440918
57,0.29600000381469727,0.35600000619888306
58,0.3199999928474426,0.3720000088214874
59,0.3400000035762787,0.36000001430511475
60,0.35600000619888306,0.3840000033378601
61,0.3319999873638153,0.40400001406669617
62,0.3199999928474426,0.36000001430511475
63,0.35600000619888306,0.3840000033378601
64,0.3199999928474426,0.42399999499320984
65,0.30399999022483826,0.41600000858306885
66,0.335999995470047,0.3959999978542328
67,0.3720000088214874,0.3919999897480011
68,0.3720000088214874,0.40400001406669617
69,0.29600000381469727,0.36800000071525574
70,0.36399999260902405,0.4000000059604645
71,0.36399999260902405,0.3720000088214874
72,0.31200000643730164,0.3840000033378601
73,0.2919999957084656,0.40400001406669617
74,0.3880000114440918,0.36399999260902405
75,0.3840000033378601,0.3919999897480011
76,0.3840000033378601,0.4440000057220459
77,0.35199999809265137,0.3880000114440918
78,0.36000001430511475,0.42800000309944153
79,0.3799999952316284,0.3959999978542328
80,0.3720000088214874,0.35199999809265137
81,0.36000001430511475,0.41600000858306885
82,0.35600000619888306,0.3720000088214874
83,0.3400000035762787,0.42399999499320984
84,0.35199999809265137,0.3840000033378601
85,0.3919999897480011,0.40400001406669617
86,0.335999995470047,0.4000000059604645
87,0.3720000088214874,0.4440000057220459
88,0.36000001430511475,0.47200000286102295
89,0.29600000381469727,0.40400001406669617
90,0.41200000047683716,0.42399999499320984
91,0.3799999952316284,0.35600000619888306
92,0.3440000116825104,0.3959999978542328
93,0.3919999897480011,0.46000000834465027
94,0.3880000114440918,0.40799999237060547
95,0.41999998688697815,0.4480000138282776
96,0.37599998712539673,0.46399998664855957
97,0.42399999499320984,0.4480000138282776
